0.4067443,0.0274,2.1965
0.6693051,0.0279,2.3162
0.8544881,0.0262,2.0301
1.0881325,0.0295,2.6038
1.2596273,0.0315,2.8224
1.1439509,0.0316,2.9687
1.6078768,0.0313,2.8622
1.625916,0.0351,3.4474
1.6802926,0.0351,3.4648
1.7293432,0.0363,3.8441
1.7764531,0.0362,3.6625
1.8246329,0.0374,4.0287
1.8438313,0.0374,4.1028
1.8565055,0.0356,3.6967
1.8689488,0.0347,3.4469
1.8752588,0.034,3.4023
1.8782333,0.0311,2.8891
1.8811462,0.0286,2.4862
1.8760016,0.0276,2.2782
1.8708239,0.0295,2.5824
1.8717238,0.0346,3.3532
1.8645439,0.0343,3.4182
1.8612275,0.0332,3.403
1.8741812,0.0304,2.7653
1.8824303,0.0315,3.0742
1.9090729,0.0311,2.9633
1.9246645,0.0285,2.5216
1.9439464,0.0258,2.1059
1.9869537,0.0224,1.7023
2.0149987,0.0213,1.5462
2.069671,0.0218,1.5574
2.1007545,0.022,1.5798
2.1310313,0.0215,1.485
2.170772,0.0199,1.322
2.1847644,0.017,0.9648
2.196672,0.0159,0.8207
2.20047,0.0163,0.857
2.1977088,0.017,0.9187
2.1986163,0.0177,0.9593
2.2236354,0.0175,0.932
2.2785711,0.0198,1.224
2.3418548,0.0206,1.2328
2.3531508,0.021,1.3165
2.3470356,0.0211,1.3147
2.3159335,0.0211,1.2556
2.2915258,0.0206,1.1866
2.2624562,0.0196,1.0505
2.2177289,0.0198,1.1181
2.19044,0.0201,1.1467
2.165218,0.0194,1.1097
2.1277556,0.019,1.0418
2.10245,0.0183,0.9992
2.065467,0.0173,0.8514
2.0408015,0.0175,0.8864
2.0106466,0.0172,0.8421
1.9684484,0.0171,0.8103
1.9387763,0.0165,0.781
1.8908575,0.0164,0.7688
1.8618137,0.0168,0.8144
1.8385589,0.0167,0.7744
1.8204811,0.0159,0.7385
1.7914531,0.016,0.7447
1.7695585,0.0151,0.6418
1.7360908,0.0152,0.6754
1.7050269,0.015,0.6664
1.6831039,0.0139,0.5777
1.6439173,0.0128,0.4985
1.6357324,0.013,0.512
1.6421986,0.0129,0.5135
1.6415266,0.0127,0.5171
1.632891,0.0126,0.5066
1.5954885,0.0129,0.5451
1.5563376,0.0111,0.4508
1.4825089,0.0114,0.4612
1.4399184,0.0113,0.4281
1.432368,0.0112,0.4229
1.4161408,0.0113,0.3971
1.4290813,0.0121,0.4394
1.4204755,0.0118,0.4123
1.4034228,0.0111,0.3802
1.3673147,0.0113,0.3748
1.3280686,0.0102,0.304
1.2636185,0.0096,0.2688
1.2110977,0.0094,0.2586
1.1214339,0.0088,0.2374
1.0613599,0.0083,0.2015
1.0273538,0.0079,0.1858
0.9897649,0.0076,0.1669
0.9835953,0.0074,0.1638
0.9656151,0.0078,0.1753
0.93553,0.0074,0.1609
0.8899338,0.0075,0.1635
0.85761464,0.0075,0.1579
0.83369404,0.0077,0.1742
0.8118934,0.0075,0.1669
0.79300886,0.0079,0.1858
0.7639791,0.0073,0.1573
0.7521499,0.0074,0.1671
0.72030836,0.0069,0.1488
0.7277447,0.0066,0.1346
0.7184812,0.0068,0.149
0.7091113,0.0073,0.1643
0.7056663,0.0074,0.1755
0.73436785,0.0073,0.179
0.7371019,0.0068,0.1553
0.7751548,0.0068,0.1622
0.7851398,0.0072,0.181
0.79562956,0.0074,0.202
0.8191225,0.0076,0.2217
0.8852844,0.0079,0.2406
0.5970094,0.0283,2.3358
0.8165487,0.0283,2.3336
0.9256794,0.0262,2.0806
1.0652161,0.0311,2.7563
1.3320494,0.0313,2.8175
1.3536623,0.0314,2.7734
1.5794772,0.0322,2.9439
1.6066461,0.0353,3.5893
1.6418128,0.0336,3.2842
1.7236011,0.0322,2.8991
1.7769489,0.0341,3.4196
1.8176364,0.0385,4.3346
1.8421997,0.0373,4.1522
1.866468,0.0353,3.5261
1.874227,0.0354,3.9585
1.8847098,0.0322,3.2105
1.8888346,0.0302,2.8461
1.8943534,0.0284,2.4723
1.8961977,0.0283,2.3891
1.8883494,0.0316,2.8688
1.8871028,0.0325,3.1173
1.8822125,0.03,2.6981
1.8783991,0.0302,2.7724
1.8883483,0.0288,2.5599
1.9086235,0.0288,2.5821
1.9194119,0.0288,2.4139
1.9395024,0.0266,2.1851
1.9581275,0.0253,2.0721
1.9890593,0.0233,1.8585
2.0388944,0.0222,1.6706
2.0697627,0.022,1.6102
2.0995572,0.0219,1.5596
2.1418943,0.02,1.3208
2.170604,0.0199,1.289
2.1911535,0.0172,1.0054
2.2035036,0.0162,0.875
2.2058911,0.0168,0.9153
2.2030919,0.0171,0.9049
2.207196,0.0174,0.9773
2.233971,0.0175,0.9525
2.3022952,0.0182,1.0619
2.3418756,0.02,1.1862
2.3593867,0.0202,1.2287
2.3488808,0.0209,1.271
2.329311,0.0214,1.2782
2.3054721,0.0209,1.2436
2.2621737,0.0212,1.2411
2.2317011,0.0206,1.1594
2.1899714,0.0197,1.0983
2.16562,0.0195,1.0716
2.1404185,0.0188,0.9989
2.102619,0.0179,0.9075
2.0786104,0.0181,0.9137
2.039534,0.0177,0.8756
2.0106425,0.0166,0.7942
1.9830219,0.017,0.8412
1.9398261,0.017,0.7998
1.9088182,0.0166,0.7795
1.8651998,0.0166,0.7792
1.8413429,0.0165,0.7768
1.8239502,0.0159,0.7173
1.8054323,0.0156,0.6928
1.7694173,0.0151,0.6718
1.7418493,0.0148,0.6306
1.6921566,0.0148,0.6174
1.6609997,0.0139,0.5812
1.64235,0.0129,0.5176
1.6335411,0.0133,0.5428
1.6390777,0.013,0.5298
1.6473825,0.0129,0.5161
1.6376905,0.0124,0.5021
1.6225494,0.0128,0.5311
1.56954,0.0114,0.4783
1.5228271,0.0114,0.4537
1.4640149,0.0115,0.4481
1.4652649,0.0117,0.433
1.4698898,0.0116,0.4198
1.4490482,0.0115,0.408
1.4400749,0.0115,0.3905
1.4316381,0.011,0.366
1.3928314,0.0111,0.3702
1.3425283,0.0106,0.3294
1.3014684,0.0099,0.2986
1.2271609,0.009,0.2407
1.1709996,0.0089,0.2371
1.0832865,0.0082,0.2008
1.0496702,0.0082,0.2007
1.0280298,0.0078,0.1767
1.006758,0.0084,0.2017
0.99597186,0.008,0.1883
0.97191197,0.0076,0.1747
0.9525493,0.0073,0.1594
0.92988676,0.0073,0.1514
0.89519495,0.0074,0.1584
0.86598086,0.0075,0.1574
0.82500994,0.0077,0.1732
0.8033763,0.0075,0.164
0.7878899,0.0071,0.1519
0.77842516,0.0073,0.1554
0.78117454,0.007,0.1472
0.76637995,0.0068,0.1466
0.7614289,0.0069,0.1452
0.7600919,0.007,0.1566
0.762143,0.0073,0.1697
0.7959248,0.0073,0.1804
0.8380443,0.0068,0.1593
0.8460485,0.0069,0.1679
0.85633135,0.0073,0.1959
0.87648714,0.0076,0.2056
0.8929307,0.0079,0.2268
0.9571718,0.0079,0.2388
0.75736994,0.0265,1.9671
0.8713288,0.027,2.1233
